source,target,source label,label,predicate_type,predicate uri
5715,21462,keyhole limpet (raw),not heat-treated,has quality,
5715,21508,keyhole limpet (raw),whole animal or most parts used,derives from,
5716,21483,chocolate mint candy bar,whole- shape achieved by forming,has quality,
5716,21456,chocolate mint candy bar,fully heat-treated,has quality,
5716,7427,chocolate mint candy bar,sugar,derives from,
5716,7886,chocolate mint candy bar,microbial/enzymatic modification process,formed as a result of,
5716,10001,chocolate mint candy bar,curing or aging process,formed as a result of,
5716,21472,chocolate mint candy bar,flavoring or spice extract or concentrate added,has substance added,
5716,21511,chocolate mint candy bar,fat or oil added,has substance added,
5716,21498,chocolate mint candy bar,chocolate or cocoa added,has substance added,
5720,9719,arak,food (liquid),has quality,
5720,13230,arak,alcohol fermentation process,formed as a result of,
5720,8589,arak,food distillation process,formed as a result of,
5720,21509,arak,preservation by fermentation,formed as a result of,
5721,21483,chocolate (artificially sweetened),whole- shape achieved by forming,has quality,
5721,21456,chocolate (artificially sweetened),fully heat-treated,has quality,
5721,21465,chocolate (artificially sweetened),seed- skin removed- germ present,derives from,
5721,7886,chocolate (artificially sweetened),microbial/enzymatic modification process,formed as a result of,
5721,10001,chocolate (artificially sweetened),curing or aging process,formed as a result of,
5721,21472,chocolate (artificially sweetened),flavoring or spice extract or concentrate added,has substance added,
5721,21469,chocolate (artificially sweetened),nonnutritive sweetener added,has substance added,
5721,21581,chocolate (artificially sweetened),vegetable fat or oil added,has substance added,
5721,21478,chocolate (artificially sweetened),energy special claim or use,has consumer,
5723,21491,peach pie filling,semisolid with solid pieces,has quality,
5723,21503,peach pie filling,fruit- peel removed- core- pit or seed removed,derives from,
5723,21487,peach pie filling,sugar or sugar syrup added,has substance added,
5724,21464,lingonberry (swedish- raw),whole- natural shape,has quality,
5724,21462,lingonberry (swedish- raw),not heat-treated,has quality,
5724,21473,lingonberry (swedish- raw),fruit- peel present- core- pit or seed present,derives from,
5725,21479,dessert fruit based,fruit part,derives from,
5727,21458,sheepshead (raw),solid,has quality,
5727,21462,sheepshead (raw),not heat-treated,has quality,
5727,18205,sheepshead (raw),skeletal meat part,derives from,
5728,21458,meat in tomato sauce,solid,has quality,
5728,18205,meat in tomato sauce,skeletal meat part,derives from,
5728,9118,meat in tomato sauce,obsolete: vegetable added,has substance added,
5728,21481,meat in tomato sauce,flavoring- spice or herb added,has substance added,
5728,6426,meat in tomato sauce,packed in gravy or sauce- vegetable,immersed in,
5729,21483,imitation sausage,whole- shape achieved by forming,has quality,
5729,21456,imitation sausage,fully heat-treated,has quality,
5729,11576,imitation sausage,protein extract- concentrate or isolate,derives from,
5729,21024,imitation sausage,food texturing process,formed as a result of,
5729,21513,imitation sausage,color added,has substance added,
5729,21529,imitation sausage,spice or herb added,has substance added,
5731,9719,sauce (non-emulsified),food (liquid),has quality,
5731,14051,sauce (non-emulsified),processing-related claim or use,has consumer,
5732,18178,nice biscuit cookie,whole- shape achieved by forming- thickness 0.3-1.5 cm.,has quality,
5732,21456,nice biscuit cookie,fully heat-treated,has quality,
5732,21530,nice biscuit cookie,seed- skin removed- germ removed (endosperm),derives from,
5732,12823,nice biscuit cookie,food baking process,formed as a result of,
5732,21533,nice biscuit cookie,sucrose added,has substance added,
5732,21511,nice biscuit cookie,fat or oil added,has substance added,
5733,2978,obsolete: fruit jelly,semisolid with smooth consistency,has quality,
5733,21456,obsolete: fruit jelly,fully heat-treated,has quality,
5733,7427,obsolete: fruit jelly,sugar,derives from,
5733,21514,obsolete: fruit jelly,pectin added,has substance added,
5733,21477,obsolete: fruit jelly,http://purl.obolibrary.org/obo/FOODON_03460147,has substance added,
5734,7886,sour dough starter culture,microbial/enzymatic modification process,formed as a result of,
5736,21515,citrus juice,liquid- low viscosity,has quality,
5736,21473,citrus juice,fruit- peel present- core- pit or seed present,derives from,
5738,21458,mouthbrooder fish (raw),solid,has quality,
5738,21462,mouthbrooder fish (raw),not heat-treated,has quality,
5738,18205,mouthbrooder fish (raw),skeletal meat part,derives from,
5739,21458,salmon (cured- unsmoked),solid,has quality,
5739,18205,salmon (cured- unsmoked),skeletal meat part,derives from,
5739,21499,salmon (cured- unsmoked),salted,formed as a result of,
5739,10001,salmon (cured- unsmoked),curing or aging process,formed as a result of,
5739,21500,salmon (cured- unsmoked),preservation by salting,formed as a result of,
5742,21458,meat (frozen),solid,has quality,
5742,21506,meat (frozen),meat part of animal,derives from,
5742,21476,meat (frozen),preservation by freezing,formed as a result of,
5744,21464,beef tripe (raw),whole- natural shape,has quality,
5744,21462,beef tripe (raw),not heat-treated,has quality,
5744,4058,beef tripe (raw),tripe,derives from,
5745,21458,grouse meat (raw),solid,has quality,
5745,21462,grouse meat (raw),not heat-treated,has quality,
5745,21670,grouse meat (raw),dark meat,has quality,
5745,18205,grouse meat (raw),skeletal meat part,derives from,
5746,21483,chocolate cream peppermint,whole- shape achieved by forming,has quality,
5746,21456,chocolate cream peppermint,fully heat-treated,has quality,
5746,7427,chocolate cream peppermint,sugar,derives from,
5746,7886,chocolate cream peppermint,microbial/enzymatic modification process,formed as a result of,
5746,10001,chocolate cream peppermint,curing or aging process,formed as a result of,
5746,21472,chocolate cream peppermint,flavoring or spice extract or concentrate added,has substance added,
5746,21511,chocolate cream peppermint,fat or oil added,has substance added,
5746,21498,chocolate cream peppermint,chocolate or cocoa added,has substance added,
5747,21491,strawberry preserves,semisolid with solid pieces,has quality,
5747,21456,strawberry preserves,fully heat-treated,has quality,
5747,21473,strawberry preserves,fruit- peel present- core- pit or seed present,derives from,
5747,21487,strawberry preserves,sugar or sugar syrup added,has substance added,
5751,14683,blancmange powder,finely ground,has quality,
5751,7107,blancmange powder,dry mix,has quality,
5751,21504,blancmange powder,milk (mammary secretion),derives from,
5751,21467,blancmange powder,water removal process,formed as a result of,
5751,21468,blancmange powder,preservation by dehydration or drying,formed as a result of,
5751,21472,blancmange powder,flavoring or spice extract or concentrate added,has substance added,
5751,21565,blancmange powder,starch added,has substance added,
5751,21533,blancmange powder,sucrose added,has substance added,
5755,2282,tit koon yum tea (dry),divided into pieces,has quality,
5755,21459,tit koon yum tea (dry),partially heat-treated,has quality,
5755,21482,tit koon yum tea (dry),leaf,derives from,
5755,21467,tit koon yum tea (dry),water removal process,formed as a result of,
5755,21468,tit koon yum tea (dry),preservation by dehydration or drying,formed as a result of,
5756,21549,confectioner's whey (sweetened- dried),disintegrated or ground,has quality,
5756,21459,confectioner's whey (sweetened- dried),partially heat-treated,has quality,
5756,21560,confectioner's whey (sweetened- dried),whey,derives from,
5756,21467,confectioner's whey (sweetened- dried),water removal process,formed as a result of,
5756,21468,confectioner's whey (sweetened- dried),preservation by dehydration or drying,formed as a result of,
5756,21487,confectioner's whey (sweetened- dried),sugar or sugar syrup added,has substance added,
5761,21463,infant formula (milk-based- liquid- iron-fortified),liquid- low viscosity- with no visible particles,has quality,
5761,21474,infant formula (milk-based- liquid- iron-fortified),milk or milk component,derives from,
5761,21646,infant formula (milk-based- liquid- iron-fortified),lactose,has substance added,
5761,21610,infant formula (milk-based- liquid- iron-fortified),mineral added,has substance added,
5761,21521,infant formula (milk-based- liquid- iron-fortified),http://purl.obolibrary.org/obo/FOODON_03460163,has substance added,
5761,21572,infant formula (milk-based- liquid- iron-fortified),iron added,has substance added,
5761,21581,infant formula (milk-based- liquid- iron-fortified),vegetable fat or oil added,has substance added,
5761,21528,infant formula (milk-based- liquid- iron-fortified),infant or toddler consumer,has consumer,
5764,21463,tahkjoo,liquid- low viscosity- with no visible particles,has quality,
5764,21530,tahkjoo,seed- skin removed- germ removed (endosperm),derives from,
5764,13230,tahkjoo,alcohol fermentation process,formed as a result of,
5764,21509,tahkjoo,preservation by fermentation,formed as a result of,
5765,9719,breakfast beverage (artificially sweetened),food (liquid),has quality,
5765,21469,breakfast beverage (artificially sweetened),nonnutritive sweetener added,has substance added,
5765,21470,breakfast beverage (artificially sweetened),flavoring or taste ingredient added,has substance added,
5765,21478,breakfast beverage (artificially sweetened),energy special claim or use,has consumer,
5768,21464,lentil (whole- dried),whole- natural shape,has quality,
5768,21462,lentil (whole- dried),not heat-treated,has quality,
5768,21516,lentil (whole- dried),seed (anatomical part),derives from,
5768,21467,lentil (whole- dried),water removal process,formed as a result of,
5768,21468,lentil (whole- dried),preservation by dehydration or drying,formed as a result of,
5770,21458,monterey jack cheese made from raw milk,solid,has quality,
5770,21462,monterey jack cheese made from raw milk,not heat-treated,has quality,
5770,21460,monterey jack cheese made from raw milk,curd,derives from,
5770,4883,monterey jack cheese made from raw milk,lactic acid-other agent fermentation process,formed as a result of,
5770,10001,monterey jack cheese made from raw milk,curing or aging process,formed as a result of,
5771,18366,orange juice (canned),can- bottle or jar,surrounded by,
5771,21600,orange juice (canned),liquid- low viscosity- with small particles,has quality,
5771,21456,orange juice (canned),fully heat-treated,has quality,
5771,21503,orange juice (canned),fruit- peel removed- core- pit or seed removed,derives from,
5771,21484,orange juice (canned),sterilization by heating,formed as a result of,
5773,2282,potato flakes (dehydrated),divided into pieces,has quality,
5773,10108,potato flakes (dehydrated),root- tuber or bulb- without peel,derives from,
5773,21467,potato flakes (dehydrated),water removal process,formed as a result of,
5773,21468,potato flakes (dehydrated),preservation by dehydration or drying,formed as a result of,
